text,label
"Mean spirited, and down right degrading adaptation to the classic children's tale not only lacks the charm of its forefather but lacks any talent what so ever. Mike Myers should not only be ashamed of himself for his horrible performance that is a clear rip off of what Jim Carrey did but he should give up acting all together. He is so annoying that you would want to beat the crap out of him if you were able to jump right in the film. The sets are ugly and the cinematography is very poor. I have seen a lot of bad film this year, but this not only takes the cake but it is with out a doubt one the worse films ever made.",0
"I got this movie out a week after the death of Ichikawa Kon - I suppose if there is one way to mark the passing of a great director, its to raise a glass of wine to him while watching one of his greatest movies. Ichikawa had one of the finest careers in Japanese film, but as he never had a distinctive style or theme he often seems to be overlooked compared to his near contemporaries such as Ozu and Kurosawa (he was a little younger than them, but not by much). He is one of those directors who defies auteur theories - its likely that his wife (who wrote the screenplay for this and many other of his movies) was as much responsible for the quality of the movies as he was. But at his best, he was as good as any Japanese film maker at the time. In particular, he had great technical skills, allowing him to tell complex stories in an accessible manner. But in terms of theme, this movie could hardly be simpler - war is hell. No really, its seriously hell.<br /><br />Fire on the Plain doesn't follow the normal war genre rules. There is no real beginning - we start as the wretched Tamura, who is a regular private (although it is implied he is more thoughtful and educated than most of the others - at one stage it is shown he understands English, but he clams up when the others ask him how he knows it) is ordered to hospital, as his unit is already in an appalling state. The soldiers are defeated and starving to death. They are no longer an army, just a rag bag group of refugees - hunted by the locals, and pretty much ignored by the Americans, who have bigger fish to fry. Hunger and despair is driving the soldiers to the edge and beyond of madness.<br /><br />In typical Ichikawa style, its not all just grim - its oddly funny in parts (a very black humour of course).<br /><br />The high points of this movie to me are the outstanding performances from the leads and the vivid photography. The characters, in all their humanity, but also their complete loss of humanity, are all too believable. This is that rare film - one which will refuse to erase itself from your head, even if you want to forget it.",1
"This movie masquerades as a social commentary, when in fact it is every bit as ridiculous as the very racism it condemns. The premise of this movie: African-American = Strong... any other race = weak. The worst part is when Rapaport pulls a gun on Omar Epps and a Jewish guy. The Jewish guy, in stereotypical fashion, crumbles in fear and starts pleading for his life... but the big, strong, defiant Omar Epps stands strong with no fear. We also have the condemnation of every fraternity member as being a arrogant preppie drunk or rapist. The raped white girl, of course, begins considering lesbianism since she's just a weak white girl after all. When the nerdy white guy is rejected by the fraternity members he of course must fall in with the skinheads, who are incredible cowards; especially the big muscular guy who is beaten down quickly by the strong black men. Wait... BUSTA RHYMES BEAT UP A GUY TWICE HIS SIZE??? Yeah, right.<br /><br />Of course the black men NEVER reject their own people and Omar Epps moves in with them easily. The scenes where Ice Cube threatens his white roommates and keeps them in line are just stupid -- of course he is the dominating one while his weak white roommates sit in fear of him and eventually move out. This movie was just terrible and the ending made me actually laugh out loud. The overly long slow-motion between Epps and Banks gets hilarious with the faces they make -- it's like watching my nephew and cousins making faces at each other (and they're all under 5). Do yourself a favor and skip this crapfest.",0
"I thought this was a really great movie especially since it was jut filler for me. I was bored, I got it from the library and I really enjoyed myself! I've watched it twice in the two days and the more I watch it the more I like it.I thought that the plot was going to be really corny but in the end it really could be said that it would be true. I liked the main characters and I thought that they were well cast and you could see true friendship. I thought they all did an excellent job. The ending was good.And you really hate the bad guys and you really like the good guys. Which is what a movie is supposed to be like.",1
"Probably one of the most boriest slasher movies ever, badly acted and badly written.<br /><br />THE PLOT Five students staying behind during the holidays closing down a dorm, but somebody has designs on them and starts killing them off one by one, the main suspect is the creepy groundskeeper John Hemmitt played by Woody Roll, or could it be one of the five characters.<br /><br />ACTING Not that bad not that great either apart from Daphne Zungia who dies way too quickly and should have been the main heroine, and the rest well quite dull although Laura Lapinski the main heroine sometimes has her charm and you do feel sorry for her in the end.<br /><br />THE KILLS Can't really see why they banned this, the kills look fake mostly, one guy has his hand sliced in half in the beginning which looks really fake, but the others are quite nasty like one girl gets her head run over by a car, one girl gets boiled alive and another gets burned alive.<br /><br />OVERALL Not really a great slasher could have been a lot better",0
"As big as a Texas prairie and equally as boring. Even Liz Taylor, James Dean, Chill Wills, and Dennis Hopper can't float this overbloated boat. Taylor actually LOOKS bad--wrong wardrobe, wrong hair, and wrong makeup--a unique accomplishment in her remarkable career. Hopper gives the only believable performance, and Dean in the climactic scene displays remarkable talent as something we usually don't remember him for--a comic actor. Rock Hudson is his usual prototype of Barbie Doll Ken and makes one wonder what a, say, Redford could have done with the male lead. There is no discernible plot that provides any tension until the final twenty minutes, just a pastiche of milestones that have little relationship to each other. Except for Hopper, there is no character development, only a collection of cardboard cutouts that pop up periodically for no discernible reason like random targets in a shooting gallery. To its credit, the film does tackle racism and sexism at a time when they were taboo subjects, and it does have SIZE, making it an excellent choice for ridding yourself of unwelcome house guests. Those with the DVD version can spare themselves some of the tedium by starting with the second disk. You won't be missing anything of interest.",0
I enjoy all the versions of this story but this one is my all time favorite. George C.Scott gives a depth to the Scrooge character that the others do not give. The movie shows more about why he becomes so bitter. The changes in Scrooge appear gradually as he encounters the different ghosts and the incidents that they show him. <br /><br />This movie has the best Tiny Tim by far. He is the right age rather than being played by someone who is almost a teenager as in the other films. Anthony Walters still has all or most of his baby teeth. <br /><br />David Warner is wonderful as Bob Cratchit. He is such a versatile actor. He portrays a man who clearly loves his family. He plays the role with dignity neither as a wimpy man cowering under Scrooges'thumb but as a man who gracefully puts up with it because he has a family to provide for. Susannah York and the other actors do a fine job of bringing the characters to life. Edward Woodward is the best Ghost of Christmas Present I've ever seen. Most often he is played as a jolly Santa type character. In this he shows anger at Scrooges attitudes and really makes Scrooge reconsider. <br /><br />The costumes and the sets really bring the London of Dickens time to life. A wonderful movie.,1
"This is a terrible movie that only gets worse and seems to never end. The acting was bad, the plot was worse, and the special effects seemed to have been created by a 5th grade science class. Dennis Weaver is such a great actor and should have never taken such a part. My advise, DON'T WATCH THIS MOVIE!",0
"The cat and mouse are involved in the usual chases when Jerry dives into a bottle of invisible ink and discovers that it makes him vanish. Instead of seizing the opportunity to go spy on a girl mouse changing room or something, he uses his new-found invisibility to torment Tom. And it's pretty funny and quite inventive despite being a somewhat one-joke cartoon. And the action never leaves the interior of the house, which is usually the trait of below average T&J shorts. Still worth a 7/10.<br /><br />However, I'm not sure how an invisible mouse can cast a shadow on the wall, it defies physics and the very nature of being invisible itself.",1
"A documentary without a loss for words... ever...<br /><br />Let us assume that the narration is more than a spoof, let us assume it is a commentary on Japanese society. And as this film is as fast paced an absurdist documentary as they come, the constant wordplay, as fast is it goes, and as poorly translated as it is-- in its current festival screener version as seen tonight at the Copenhagen Cinematek-- It is still quite enjoyable. <br /><br />But for the patient, and ONLY the truly patient and open-minded, I'm talking to you Jim Jarmusch fans with ADD relapses, I believe this is a film for you. It's an intelligent film if you allow it to win you over.<br /><br />Quite beautiful, and quite kitsch, and quite Japanese sub-culture. And quite experimental. Static 2D in a 3D world. All in all, Fun for those that want to see a Japanese film that spoofs Japanese food culture. A thumbs up if you're in the mood for something completely different.",1
"Totally brain-dead actioner made in the Philippines. This belongs to the mode of Filipino movies which tried to pass themselves as American films on the international market. After a rather dull beginning, the movie takes off and never disappoints again. It is actually a rip-off of the worst movies Chuck Norris ever made : an American prisoner in Vietnam is brainwashed by the soviets who implant a microchip in his brain so he is programmed to kill the Pope, then the President of the USA. One of his old buddies (played by B-movie stalwart Max Thayer) is sent to stop him. Utterly ridiculous action scenes, putrid acting (Nick Nicholson's performance as the evil soviet commander is a must-see!)and implausible plot make up for one of the cheesiest action pictures ever bestowed in the general public.",0
"Would a different translation have made it chillier or scarier? Are the subtitles too compact to convey the nuances of the original language? Does it even matter? You may have heard that great actors can make reading a phone book exciting. Well, this is an opportunity to judge for yourself. <br /><br />If this isn't about homosexuality, murder, dismemberment, psychopaths, insanity, deviant psychology, then it is about acting - acting helped along with lots of dialog, So, enjoy the acting or muse about how titillating the dialog actually is.<br /><br />For English speakers, ""Twelve Angry Men"" might be a better choice. There's a bit more interaction, and you can judge if the acting is consistent with the dialog. You don't have to wonder if you're missing something.<br /><br />I would recommend Andy Warhol's ""Empire"" to those who like this film.",0
"I usually spend almost as much time writing my reviews as I do watching the film, but with Today You Die, I feel that doing so would be a criminal waste of my time.<br /><br />So here is a five minute rant about how bad this film is.<br /><br />There was a time in the mid-80s when a single look from Steven Seagal was enough to crack your ribs; a full on scowl could knock you off your feet. If he actually got a hold of you, he would snap you like a twig.<br /><br />These days, although he is still capable of doing considerable damage, he no longer looks the part. He's gone to seed and just doesn't know when to call it quits. He walks like he's dumped in his pants yet somehow still manages to look constipated, and he has put on weight. His trademark long ponytail has gone, but his hair still looks stupid. How this man keeps on working in the movie industry is beyond me.<br /><br />Today you Die is the usual Seagal mix of bone crunching fights, car crashes, gun battles and pyrotechnics. Seagal mumbles his way through the dull script, delivering his lines with zero enthusiasm or believability. In this third-rate action flick, he plays Harlan Banks a thief trying to go straight, who is conned into partaking in a $20,000,000 robbery. He gets caught, goes to jail, escapes, and seeks revenge. Yawn.<br /><br />There are some pretty good car chases and gun fights which intersperse the boring stuff (of which there is a lot), but reading other comments on IMDb has revealed that these were actually borrowed from other better movies. Seagal is also body-doubled an awful lot in this one.<br /><br />Seagal turns in one of the most dreadful performances of his careerand that's saying something, considering the lousy 'acting' in some of his recent efforts. Most hilarious is his totally embarrassing attempt at Ebonics (African American street slang). 'I da man, fo' sho'no, actually Steven, you sound like an arse! With a ridiculous script and plot lines that go nowhere, this film is a waste of time, money and effort. And the final moment, where Harlan Banks saves a Children's home from closure is enough to make you blow chunks.<br /><br />Damn, I just looked at the clock. I was enjoying trashing this steaming pile of dreck so much, I went way over my five minutes. It's time to post this comment and get to watching something decent.",0
"This is a comedy based on national stereotypes, no doubt. If you leave away pretending you know or you care what Communism was about and how real Russians or Brits are, if you accept and are not hurt by the conventions, you can have fun with this film. Nicole Kidman is at her best, sexy, moving and funny. Ben Chaplin succeeds to avoid being completely out-shadowed by Nicole, and the rest of the cast does good work as well. The final is moving, and logical - movie logics, of course. Worth watching, if you accept the rules of the game.",1
This movie was so bad that my i.q. went down about 40 points after seeing it. It made me wonder who could sit through the weeks it took to make it and think that it was worth it. It must of been some kind of personal favor to Van Damme.,0
"SPOILERS<br /><br />I love movies. I've seen a lot of movies. I didn't think I'd ever see a film that I actually hated. Son of the Mask ruined it. Son of the Mask is so bad I'm not even going to do a detailed comment like I usually do. In fact, I'm not even going to write a lot. I think all of you should know that this movie is horribly awful. And poor Jamie Kennedy. He was awesome in Scream, but now this film! Also, this film takes a SMO-CAN film and turns it into this goofy kids film that not even kids will like. This film also consists of very rude humor. Like the nose woman. She has a nose for a head and when she sneezes white stuff spews out of her nose. There is also an Exorcist parody. Yes, a kid film has an adult parody. Maybe they thought the adults would like it. Quite frankly, it made the film even more cheesier and crude.<br /><br />Here's the basic, stupid plot. Tim Avery's dog gets the amazing Loki mask and turns into a cartoon dog thing. When Tim is paying more attention to the baby with special powers, cartoon dog becomes a Wiley Coyote ripoff. Then Loki takes the baby with amazing powers and Tim and Loki have a really cheesy animated fight. Tim's wearing the mask. It all ends happy. Too bad this movie is horrible. <br /><br />Overall, the original the Mask was a fantastic Jim Carrey movie. This, basically is not. Please, please, don't rent, buy, or download this movie. I made a terrible mistake renting this. I don't want you guys to make that same exact mistake. I feel horrible that I couldn't write a detailed comment, but really, what's there to comment on?<br /><br />2/10 I'd give it a one, but come on, it's basically a kid film.<br /><br />Recommended Films: The Mask.",0
"I don't like Sean Penn's directing very much, and this early work, The Indian Runner, is no exception. The movie has no core, it's colored with a kind of redneck, anti-authoritarian tweeness that in all honesty taints most of Penn's work, his latest work even more so than the earlier. Frank Miller, Robert Rodriguez, Clint Eastwood, Sean Penn, the whole lot seem to produce such fundamentally banal product, ostensibly in some allegiance to honesty, but ending up being, for the most part, glorified pro wrestling matches, and moralistic, almost as if Hallmark cards had developed a line of Hell's Angels greetings, and make me long for the days of Deliverance, which is a fine movie. Viggo Mortensen's acting is much, much more believable here than that ridiculous Eastern Promises thing he did with Cronenberg, and that's about it. The movie is dead meaningless, and seems to be an exercise, a series of techniques, more than a story. Kudos for Charles Bronson, however, who proves he can act. And I wanted more of Sandy Dennis' character. A lousy 3 out of 10 for this The Indian Runner crap.",0
"I just got back from ""AGS"". After seeing it, I'm convinced that no matter how much it's written how he extensively researched the film, Stone NEVER has watched an NFL game in his life. Great cinematography ? Give me a break. The game montages were almost unviewable and 90% of the other shots in the film were close-ups. Was there ANYTHING in this movie that wasn't brought up in ""North Dallas Forty"" ?<br /><br />Aging star player ... check. Young hot shot .... check. Painkillers .... check. Owner who doesn't ""get it"" .... check. Crazy off-field behavior .... check<br /><br />Also, it's the playoffs in Dallas (i.e Dec or Jan) in an outdoor stadium, yet people sitting there in tank-tops and shorts ! And what was with those lights ? Were they playing in a Japanese Kabuki theater or a sports stadium ?<br /><br />And the strategy shown in the game was laughable. It's fourth & 1 inside the ""Sharks'"" 30. Dallas leads 35-31. KICK THE FRIGGING FIELD GOAL. Not only would this had made sense football-wise, but you'd then have an even better final sequence where they could have scored and had to go for the two-point conversion. Hell, tie the game w/ the extra point and Stone could have made it an even 3 hours with overtime.<br /><br />Were the lame montages of ""old time"" football players supposed to be a tribute to the game ? Give me a break.<br /><br />And the script ... ugh. More cliches than you can shake a stick at .. oops, there's another one.<br /><br />""Slapshot"" was better than this movie. By far.<br /><br />1/10.<br /><br />Skips this at all costs.<br /><br />",0
"The first few minutes of ""The Bodyguard"" do have a campy charm: it opens with crawling text from the Bible (the part that Samuel Jackson recites to his soon-to-be victims in ""Pulp Fiction""), continues with two karate school teachers in New York arguing about the eternal question of mankind (who is better? Sonny Chiba or Bruce Lee?), and then Chiba appears, playing himself; he immediately stops a plane hijacking and breaks a bottle in two with his bare hand. Unfortunately, any entertainment value, intentional or unintentional, soon gets crushed by the disjointed story, the lack of action for long periods of time, and the poor quality of any present action. To keep it simple, here's why ""The Bodyguard"" is an unbearable movie to watch:<br /><br />1) You don't know what's going on. <br /><br />2) There are barely any fights. <br /><br />3) The fights that are there, are short and terribly filmed.<br /><br />Sonny Chiba is cool. Judy Lee is gorgeous, her face is glorious. It's only for them that I give ""The Bodyguard"" a 2nd star out of 10. This movie makes 87 minutes feel like 5 hours.",0
"Being a fan of movies like ""Fire Sale"", ""Where's Poppa"", ""Airplane"" I saw this because it was mentioned favorably in the context of real comedies and satires like the aforementioned. Well, WRONG CONCLUSION!<br /><br />Not only is this not funny, it makes you angry because it isn't bad in a schlocky, likable way but in a really bad way. It's bad-bad. The script does not contain a single funny line which is rather in the way when you're trying to entertain your audience with humour.<br /><br />Adam Arkin's speech impediment is probably the single most annoying thing in this movie. Still this cruelty of nature doesn't prevent him from being smug throughout the movie and he has a hard time not looking into the camera. This amateur without charisma fits in nicely with the constant continuity errors and bumbling along of the story - if you can find one.<br /><br />Ed McMahon - I had to think of Jay Leno, another late night talk show person, who always refuses to call himself an actor. Well, I've seen a few Leno movies and he's Laurence Olivier compared to McMahon.<br /><br />Kenneth Mars is good, though. In the few lines that he's given. I'm not easily frightened by bad comedies so I kept watching and looking for all the quasi-jokes every 5 minutes or so.<br /><br />The movie actually becomes sort of a comedy as soon as Alan Arkin takes over - he literally does: Starting 75 minutes into the movie he's in every scene. But it's too little, too late.<br /><br />When movies try to fool you into believing their lack of professionalism is the reason you're supposed to like them because they have the right intentions they remind me of pupils that haven't prepared for an exam. In those cases you have to remain strict and the grade has to be an 'F'. (But please don't assume I'm a teacher. That is a profession with a respectability somewhere between politician and child molester).<br /><br />If you actually look for a likable schlocky horror/scifi movie that is fun to watch and does contain jokes try ""Man with the Screaming Brain"" by Bruce Campbell. Or watch Sunshine/Core if you prefer modern loud shallow SciFi Schlock. Those are equally funny, albeit involuntarily.",0
"The ghost of the Vietnam war has haunted the American psyche for thirty years now. If not because of the fact that tens of thousands of American soldiers went MIA in Vietnam, or the manner in which those who returned were treated, then because it was the first war that America could be said to have lost. Many men came home from the war a shadow of their former selves, and the original First Blood managed to provide a small insight into their problems as they attempted to rotate back into the world, as the saying goes. First Blood Part II, on the other hand, is little more than a fist-pumping mess that goes to illustrate how sore America can be, both in victory and defeat. Stallone puts in another sluggish performance as the titular Special Forces commando, while Richard Crenna attempts to hold up the serious actor quotient. Where it all comes undone is in the script, which didn't do any better when it was called Missing In Action and starred Chuck Norris. What little semblance of logic there was in the original is now gone, as the filmmakers decide to paint a big S on Rambo's massive chest.<br /><br />The film picks up a little while after the end of First Blood. The film, that is - the novel didn't allow for the possibility of sequels. In this mediocre follow-up, Rambo has been put to work at what appears to be some sort of open-air mine. As he is breaking rocks and working up a sweat, a prison guard pulls him away to go and have a chat with Colonel Trautman, who advises him that his government is willing to offer him an early release if he goes on a covert mission. Rambo, never one to back down from a hard day's violent work, accepts, and is promptly shipped off to a covert base in what appears to be Cambodia or Thailand (I forget which). From there, he is commissioned to seek out a camp where American MIAs are supposedly being held, and photograph them. His mission quite clearly specifies that he is not to make any attempt to secure their release. Rambo being Rambo, however, has other ideas in spite of their possible political implications.<br /><br />Of course, things go somewhat awry when it turns out that the people commissioning Rambo's work have more interest in making sure no American MIAs are found. It is the age-old conspiracy theory, and makes no apologies for exploiting the plight of many an American family that was left without a son during the ten years that the official Vietnam war had been raging for. Of course, with the Jingoism that was inherent in American society during the 1980s, they could not help but work in a plot tangent about the Vietnamese army being in bed with what appears to be a single battalion of Russians. Together, the two antagonists attempt to extract what information they can from Rambo, but it backfires upon them in an orgy of bullets, arrows, rockets, and destruction. About the only thing missing is the moment when Rambo drinks from a grail-like chalice and declares himself invincible.<br /><br />To be honest, First Blood Part II is a well-photographed, and well-choreographed, action spectacle. The hand-to-hand combat with the larger Russian commander is one of the few battles in the film that has any dramatic tension whatsoever. The rest is simply a case of the lead actor and the director building a fantasy for Americans to pump their fist to. Fortunately, this fad of America über alles action films soon died down when more introspective and intelligent war films such as Platoon began doing the rounds. Some of the kills shown here are quite creative, despite all the problems. The Vietnamese commander meets an end that many an action film villain would envy. The Russian commander bites it in a manner that is as spectacular as it is ridiculous. Only in a 1980s action film would one see a LAW being used from inside a helicopter. Sure, there have been action film clichés rooted in contradictions of fact, but never this ridiculous before.<br /><br />I gave Rambo: First Blood Part II a one out of ten. It is so bad it is ridiculous, and so ridiculous that it is often funny. One doesn't even need to have served in the military to know how stupid some of the action sequences are. The only risk it takes is in trying to make a stupid political statement with what is a heartbreaking subject for those directly involved. Keep the tongue firmly in the cheek, and it might be watchable.",0
"<br /><br />`<br /><br />5 Years ago if you were to watch an Australian film you would expect to see crocodile hunters, stories of war, drag queens, kangaroos and koalas, and Australians in general being represented as nitwits living off the land, saying words like cobber' and generally being the classic underdog.<br /><br />Luckily Australian film has evolved over the last couple years and is churning out modern day classics' such as Blackrock, Moulin Rouge, Chopper, Yolngu Boy and Sample People.<br /><br />In this evolution of film we also find Two Hands.<br /><br />Set in Sydney's Kings Cross, Two Hands is a black comedy about crime and survival in the rough end of town. Pando, played by Bryan Brown, is a Sydney Mob boss. He's the king of organised crime wearing thongs, carrying a stubby and helping his son with his origami. He's vicious, but real. As are his mob', holding gun's to someone's head in one scene and then playing boardgames in the next. They are well respected and if they ask you for a favour, you don't say no.<br /><br />Enter Jimmy, played by Heath Ledger. Jimmy is your average Aussie guy in his early twenties. He's a good guy who wants to make a name for himself without getting on anyone's bad side, so when Pando asks Jimmy to deliver $10,000, Jimmy accepts.<br /><br />Things start to get exciting when 2 teenagers manage to steal the money while Jimmy is at the beach. So now Jimmy is $10,000 in dept to a major mob boss. From here we start to see all the interconnecting stories with Jimmy and his attempt at a bank robbery to recover the money, Jimmy and Alex (the love interest, played by Rose Byrne), Pando trying to find Jimmy and, of course, the two teenagers and their new found prosperity. The concept is deepened by the narrator, Jimmy's dead brother, Michael, who was killed by Pando and his gang years earlier.<br /><br />In the end all the storylines connected really well with a surprise twist to shock and stun the audience. I thoroughly enjoyed it.<br /><br />",1
"Korean cinema has the ability to turn genres on its head, and the latest by the celebrated director Chan-wook Park is a tale of a good pious priest who becomes a vampire. Add a temptress leading him astray and a cast of eccentrics and you have a wonderful recipe.<br /><br />Directed in part in a style similar to the ""Sympathy"" trilogy it's as sumptuous as it is dark. Steering clear of cliché it does offer some new tricks in the overdone vampire genre. Its an existential movie trying to capture the moral conundrum of how exactly a person has to choose to live with their conditions rather than revel in the blood lust. However, the film doesn't take itself too seriously and there is boundless humour throughout.<br /><br />Our leads play their roles to perfection, playing with our emotions and revelling in the dark humour. There are moments of reflection on the whole moral conundrums involved in the film but its never preachy. Some might find it overlong and it can lull at points but it's worth giving it a chance to the end.<br /><br />If you like left field films then there are fewer better than this one of late. Dark and engrossing, it will pull in a crowd. One I'd recommend you give a try.",1
"This movie has it all: it is a thriller, a chase movie, a romance story, a mob tale, a comedy, a road movie... well, in fact it's none of this at all. <br /><br />All the time you are waiting for something interesting to happen, but no, you are still watching the same dull, uninspiring and superficial cliché of a movie with a very bad soundtrack. Even the star cast acting is lacking in credibility. A hit man with his quirks, a girl who's playing hard to get, mob guys acting tough and incapable cops, yawn...<br /><br />I'd recommend not to watch Backtrack. If you want to see a good movie directed by a famous actor, go and see 'The Three Burials of Melquiades Estrada' by Tommy Lee Jones. Now, that's what I call worth watching.",0
"Normally I don't like series at all. They're all to predictable and they tend to become boring and dull very fast.<br /><br />These series however, are well played, the story follows through all episodes and even if you miss one, the story will still be catching your mind.<br /><br />The episodes are all filmed on a hospital and takes you further and further in to the mysteries of dark and old secrets that lies just beneath the surface of the mighty hospital.",1
"To preface this review, I must say that I was, I suppose, a little curious about this movie.. However, I probably would not have seen it had I not had my arm slightly twisted.<br /><br />In my opinion, this movie shows just how depraved man can be. In my eyes, the worst thing about this whole Springer phenomenon is not that type of people on the ""Jerry Springer Show"" act as they do (which in itself is eminently reproachable), but that many people are so curious and excited to watch them and hear about their lives (yes, I suppose that includes me.. to whatever extent it is true). If not glorifying that kind of behavior (as some might say) at the very least we may be subtly corrupting our minds and/or desenstizing ourselves to this type of behavior.<br /><br />But enough soapbox (sort of). Here's the skinny: the movie has an R rating, and while it may deserve only that (I did look away at some scenes, so I'm not completely sure), I feel that an NC-17 (tip of the hat to the other reviewer) might be a little more appropriate for the immense sexual content (a cynic might comment that the movie was just one big excuse to show sex on the big screen). The plot is very bizarre, tying together the stories of an absolutely dysfunctional family and a group of stereotypical blacks upset who will appear on different Springer shows. At the end, the movie leaves one with some resolvement- and Springer rhetoric about the need for us to see the real world (evidently as seen through his show). I agree with him there- it is important to know how the world really is so that we can seek to effect positive change. Having said that, let me just tell you- the world's pretty bad- glance in a newpaper or the news to see that, but let's not shell out good money to support the kind of sensationalistic and perhaps formulaic titallition that Springer seeks to give us.",0
"I just discovered this obscure '70s horror movie while browsing on YouTube. For a low-budget effort, it has plenty of compelling moments in gradual pacing in leading to the surprisingly shocking finish. While there is one woman who takes off her shirt constantly, the fact that she's a nymphomaniac makes those scenes important to the story and there's one scene with the curly-haired young man as he attempts to seduce her that turned me on before his pulling back made her screaming mad. The young nurse who comes in and gets hired is alluring herself and I'm not surprised she posed for the cover of Playboy. Some characters are very irritating and some scenes do seem ridiculous. For the most part, however, Don't Look in the Basement (That's the title I saw on YouTube) provides enough drama and chills for an entertaining B-movie.",1
"Whatever possessed Guy Ritchie to remake Wertmuller's film is incomprehensible.<br /><br />This new film is a mess. There was one other person in the audience when I saw it, and she left about an hour into it. (I hope she demanded a refund.) The only reason I stayed through to the end was because I've never walked out of a movie.<br /><br />But I sat through this piece of junk thoroughly flabbergasted that Madonna and Ritchie could actually think they made a good film. The dialogue is laughable, the acting is atrocious and the only nice thing in this film is the scenery. Ritchie took Lina's movie and turned it into another ""Blue Lagoon.""<br /><br />This is a film that you wouldn't even waste time watching late night on Cinemax. Time is too precious to be wasted on crap like this.",0
"The ""math"" aspect to this is merely a gimmick to try to set this TV show apart from the millions of other cop shows. The only redeeming aspect to this show is Rob Morrow, although his career must have been (undeservedly) waning after Northern Exposure if he signed up for this schlock.<br /><br />The lame-ness of the ""math"" aspect to the show is encapsulated in one episode co-starring Lou Diamond Phillips (which just confirms that this show is the last refuge of the damned.) In order to catch a fugitive, the ""mathematician"" uses some theory about ""bubbles"". So, he gives this long explanation that, if we have seen the suspect in places A, B and C, then we can use ""bubble theory"" to calculate where he might be. He does this all on a chalkboard, or maybe with a stick in the dirt (I cant remember).<br /><br />Anyway, when you look at the finished product, he basically took three spots, and picked a point right in the middle and said ""Ok, mathematically, here's where we are most likely to find the fugitive."" At which point, one other character points out ""Oh, that point also happens to be the cabin where the guy used to live."" Is that math? Its not even connect-the-f**k**g-dots!!! This show reminds me of the math major I used to work with in banking who had a mathematical analysis he could do to ""support"" points that every one else had already agreed on through either less-complex analysis or basic common sense.<br /><br />It just goes to show -- When you're a hammer, everything looks like a nail. I can't wait til they stick the NUMB3RS team on OSAMA... They'll use calculus, call an airstrike in the middle of the mountains, and hit Osama and not even scratch the five children he uses as human shields... cuz hey... its all about the numbers.<br /><br />Totally ludicrous TV show.",0
"In relative terms having watched a lot of disgustingly bad tele Tom Fontana & Levinson are geniuses for creating & delivering In this writer's book the greatest ever TV show. Oz was treated horribly In this country, the finale went out well gone 3 In the morning, before that It was strictly considered alternative viewing for those oblivious to prime time garbage.<br /><br />I first caught Oz towards the end of the first series and from then on It was an unmissable watch. My man Adebisi possibly the most Intimidating villain ever, Beacher the perfect anti-hero, Eammon Walker's Saeed an acting class In evocation. There was the hardcore stuff of course - some plain evil but essentially Oz had soul. Augustus narrates the unfolding plot with pearls of Insight while the struggles of Beacher, Mcmanus, Saeed, Rebedahl etc are better than any soap opera before or since. Compassion violence wisdom tragedy Intelligence pain joy brutality love & heroism Oz went through the spectrum of human emotion - all Inside a max security prison! <br /><br />I can honestly say those Thursday nights with the great Vids to follow Oz series 2/3 way back In 99 were the best TV I'll ever see. Beacher assaulting Vern In the gym Is a moment I don't need a video for - a small screen classic I'll never forget.<br /><br />Imagine what Oz would have done with the same push as the Sopranos given a 10 pm timeslot and all the promos??? Fine I'm over that now, for those that caught It consider yourself privileged for those who didn't TV is shite.......and you deserve It.",1
"<br /><br />If you're at all interested in pirates, pirate movies, New Orleans/early 19th century American history, or Yul Brynner, see this film for yourself and make up your own mind about it. Don't be put off by various lacklustre reviews. My reaction to it was that it is entertaining, well acted (for the most part), has some very witty dialogue, and that it does an excellent job of portraying the charm, appeal and legendary fascination of the privateer Jean Lafitte. While not all the events in the film are historically accurate (can you show me any historical film that succeeds in this?), I feel the film is accurate in its treatment of the role Lafitte played in New Orleans' history, and the love-hate relationship between the ""respectable"" citizens of New Orleans and this outlaw who was one of the city's favorite sons. Don't worry about what the film doesn't do, but watch it for what it does do, i.e., for its study of one of New Orleans', and America's, most intriguing historical figures.",1
"BABY FACE is a fast paced, wise cracking, knowing smirk of a film that<br /><br />lasts only an hour and 15 minutes, but oh what a smart 75 minutes they<br /><br />are! That a story that covers so much ground could be told in such a<br /><br />short time puts most of today's movie makers to shame. Screenwriters of<br /><br />today should study the economy of BABY FACE and cut the bloat that<br /><br />overwhelms so many of their films. <br /><br />The story is no nonsense. An amoral woman rises to wealth first under,<br /><br />and then over the bodies of the men who fall madly in love with her.<br /><br />Sure the production code loused it up with a redeeming, happy ending,<br /><br />but it isn't hard to see in which the direction the writers wanted to<br /><br />go, so enjoy what's there and use your imagination for the rest. Stanwyck is terrific as is George Brent and Douglass Dumbvrille as a<br /><br />hapless suitor. Not a great film but certainly an enjoyable one. If<br /><br />you've never seen BABY FACE catch it the next time it's shown on cable<br /><br />or rent the cassette. It's worth the effort..",1
